claim_ground_kps,subset,my_category,id,query,cluster_id,claim_cluster,ground,ground_clusters,arg_input
"{'claim': 'Joker connects to Dark Knight series', 'ground': ['Gotham is depicted as dirty and overcrowded, emphasizing trash problems throughout the Dark Knight series.']}",stack,1,213,"What was the deal with the news stories about rats in ""Joker""?",1,['The movie relates to the Dark Knight series'],"[['in the entire Dark Knight series we see that the Trash problem is dominant', 'Gotham is made to look like this filthy and over populated city with trash everywhere']]","[['in the entire Dark Knight series we see that the Trash problem is dominant', 'Gotham is made to look like this filthy and over populated city with trash everywhere']]","{'claim': ['The movie relates to the Dark Knight series'], 'ground': [['in the entire Dark Knight series we see that the Trash problem is dominant', 'Gotham is made to look like this filthy and over populated city with trash everywhere']]}"
"{'claim': 'Rats were intentional Easter eggs', 'ground': ['Large background rats appear subtly in several scenes, adding a hidden detail for attentive viewers and creating an inside joke.']}",stack,1,213,"What was the deal with the news stories about rats in ""Joker""?",2,"['This is also meant as a bit of an inside joke', 'This allows for a bit of an Easter Egg hunt']","[['There are several scenes where pretty big rats are seen in the background, but are easy to miss'], ['There are several scenes where pretty big rats are seen in the background, but are easy to miss']]","[['There are several scenes where pretty big rats are seen in the background, but are easy to miss']]","{'claim': ['This is also meant as a bit of an inside joke', 'This allows for a bit of an Easter Egg hunt'], 'ground': [['There are several scenes where pretty big rats are seen in the background, but are easy to miss']]}"
"{
  'claim': 'Rats symbolize Gotham’s decay',
  'ground': [
    'Frequent news and media references to super rats highlight the city’s worsening conditions and public concern.',
    'Mentions of Ratcatcher connect the rat infestation to Gotham’s criminal underworld and foreshadow future villains.'
  ]
}",stack,1,213,"What was the deal with the news stories about rats in ""Joker""?",3,"['nothing is ever made of this detail later', 'there are several references to an infestation of rats in the city in the first hour of the film Joker (2019)', 'Gotham city is infested with super rats', ""The 'super-rats' segment on Murray Franklin's show and in the news references Ratcatcher"", 'When rats are left – along with the garbage that’s been abandoned on the streets – they evolve into mutant rats']","[[], [""It's mentioned on news broadcasts several times"", ""rats are even being dubbed 'super rats' at one point"", ""Murray Franklin makes a joke about them in one of his openings (something about 'super cats')""], ['Super rats are seen hiding in the corners of the screen, scurrying out of sight, mentioned on the news and on the radio'], [""Ratcatcher is an obscure D-list villain who could mind control rats and is set to appear in James Gunn's The Suicide Squad""], []]","[['Super rats are seen hiding in the corners of the screen, scurrying out of sight, mentioned on the news and on the radio', ""Murray Franklin makes a joke about them in one of his openings (something about 'super cats')"", ""It's mentioned on news broadcasts several times"", ""rats are even being dubbed 'super rats' at one point""], [""Ratcatcher is an obscure D-list villain who could mind control rats and is set to appear in James Gunn's The Suicide Squad""]]","{'claim': ['nothing is ever made of this detail later', 'there are several references to an infestation of rats in the city in the first hour of the film Joker (2019)', 'Gotham city is infested with super rats', ""The 'super-rats' segment on Murray Franklin's show and in the news references Ratcatcher"", 'When rats are left – along with the garbage that’s been abandoned on the streets – they evolve into mutant rats'], 'ground': [['Super rats are seen hiding in the corners of the screen, scurrying out of sight, mentioned on the news and on the radio', ""Murray Franklin makes a joke about them in one of his openings (something about 'super cats')"", ""It's mentioned on news broadcasts several times"", ""rats are even being dubbed 'super rats' at one point""], [""Ratcatcher is an obscure D-list villain who could mind control rats and is set to appear in James Gunn's The Suicide Squad""]]}"
"{'claim': 'Rats symbolize societal neglect', 'ground': ['Gotham’s disregard for vulnerable people leads to bigger problems']}",stack,1,213,"What was the deal with the news stories about rats in ""Joker""?",4,['It’s a metaphor for the issues with the mentally ill'],[['Gotham City is ignoring its most vulnerable people – and it will cause a problem for the city']],[['Gotham City is ignoring its most vulnerable people – and it will cause a problem for the city']],"{'claim': ['It’s a metaphor for the issues with the mentally ill'], 'ground': [['Gotham City is ignoring its most vulnerable people – and it will cause a problem for the city']]}"
"{'claim': 'Rats are not very dangerous', 'ground': ['Rats are generally harmless and not a significant threat']}",stack,1,213,"What was the deal with the news stories about rats in ""Joker""?",5,"['Rats, on their own, don’t pose much of a threat']",[[]],[[]],"{'claim': ['Rats, on their own, don’t pose much of a threat'], 'ground': [[]]}"
"{'claim': 'Format and indent code clearly', 'ground': ['Using fixed-space fonts and indentation makes code easy to identify and skip, improving readability for all readers.']}",stack,1,214,How should I write a post containing analysis and python code?,0,"['I typically format code in courier or another fixed-space font, and indent the entire code one or two tabs', ""Formatting code in courier or another fixed-space font and indenting the entire code one or two tabs makes it more obvious that it's code so that uninterested parties can skim past it""]","[[], []]",[[]],"{'claim': ['I typically format code in courier or another fixed-space font, and indent the entire code one or two tabs', ""Formatting code in courier or another fixed-space font and indenting the entire code one or two tabs makes it more obvious that it's code so that uninterested parties can skim past it""], 'ground': [[]]}"
"{
  'claim': 'Post structure is flexible',
  'ground': [
    'You can choose how much code to include based on your goals, audience, and the script’s importance; using GitHub for code sharing is respected and convenient.',
    'If readers are uninterested in the code, linking externally allows them to easily skip it, making your post more accessible.'
  ]
}",stack,1,214,How should I write a post containing analysis and python code?,1,"['You might want to put the Python script into a GitHub project', ""You call the shots and there's really no rules you need to abide by"", ""If you find you're giving it too much thought to the point it's becoming a chore, then why bother?"", 'I am not sure if I should include my python script in the blog post', 'You can maintain the focus on the results in your blog post and the focus on the code in your GitHub project', 'You will have to decide what is important', 'I want to emphasize the python aspect', 'GitHub pages may fill the bill', 'I am not sure how much should I explain my python script', 'Maybe I should write about the python script in a separate post', 'If the blog is to inform others, then consider whether your main accomplishment is related to the script, the analysis, or the results, or some combination', ""If the script mainly serves to 'massage' the data and the human is doing the bulk of the analysis, then maybe the script is better off as an appendix near the bottom of your post"", 'If your blog exists mainly to inform readers of the results of your analysis, then you could even omit the script altogether or put it in a separate blog intended for Python developers', 'If you feel your script is really clever and does the bulk of the analysis automatically, then include it in the body and explain it (in addition to the code comments inline)', 'If the blog is primarily an online journal of your activities for your future self, then you probably want to include the code in case you find later down the road that you need to reuse it', 'Just write it however you feel it should be written']","[['a reader is not interested in the script, it is easy for them to ignore the link', 'if a reader is interested in the script, then they will likely also appreciate GitHub’s high-quality code-viewing features, and easy code-sharing features', 'they may even send you patches or improvements to your code', 'there is a certain cachet to being the maintainer of a GitHub project', 'schools and employers are often impressed by that'], ['You yourself are the driving force behind the blog'], [], [], [], [], [], ['GitHub pages allows you to keep your script', 'GitHub pages allows you to post the analyses in the blog'], [], [], ['The blog is to inform others'], [""The script mainly serves to 'massage' the data and the human is doing the bulk of the analysis""], ['Your blog exists mainly to inform readers of the results of your analysis'], ['Your script is really clever and does the bulk of the analysis automatically'], ['The blog is primarily an online journal of your activities for your future self'], [""You call the shots and there's really no rules you need to abide by""]]","[[""The script mainly serves to 'massage' the data and the human is doing the bulk of the analysis"", ""You call the shots and there's really no rules you need to abide by"", 'they may even send you patches or improvements to your code', 'The blog is primarily an online journal of your activities for your future self', 'Your blog exists mainly to inform readers of the results of your analysis', 'Your script is really clever and does the bulk of the analysis automatically', 'The blog is to inform others', 'if a reader is interested in the script, then they will likely also appreciate GitHub’s high-quality code-viewing features, and easy code-sharing features', 'GitHub pages allows you to post the analyses in the blog', 'You yourself are the driving force behind the blog', 'there is a certain cachet to being the maintainer of a GitHub project', 'GitHub pages allows you to keep your script', 'schools and employers are often impressed by that'], ['a reader is not interested in the script, it is easy for them to ignore the link']]","{'claim': ['You might want to put the Python script into a GitHub project', ""You call the shots and there's really no rules you need to abide by"", ""If you find you're giving it too much thought to the point it's becoming a chore, then why bother?"", 'I am not sure if I should include my python script in the blog post', 'You can maintain the focus on the results in your blog post and the focus on the code in your GitHub project', 'You will have to decide what is important', 'I want to emphasize the python aspect', 'GitHub pages may fill the bill', 'I am not sure how much should I explain my python script', 'Maybe I should write about the python script in a separate post', 'If the blog is to inform others, then consider whether your main accomplishment is related to the script, the analysis, or the results, or some combination', ""If the script mainly serves to 'massage' the data and the human is doing the bulk of the analysis, then maybe the script is better off as an appendix near the bottom of your post"", 'If your blog exists mainly to inform readers of the results of your analysis, then you could even omit the script altogether or put it in a separate blog intended for Python developers', 'If you feel your script is really clever and does the bulk of the analysis automatically, then include it in the body and explain it (in addition to the code comments inline)', 'If the blog is primarily an online journal of your activities for your future self, then you probably want to include the code in case you find later down the road that you need to reuse it', 'Just write it however you feel it should be written'], 'ground': [[""The script mainly serves to 'massage' the data and the human is doing the bulk of the analysis"", ""You call the shots and there's really no rules you need to abide by"", 'they may even send you patches or improvements to your code', 'The blog is primarily an online journal of your activities for your future self', 'Your blog exists mainly to inform readers of the results of your analysis', 'Your script is really clever and does the bulk of the analysis automatically', 'The blog is to inform others', 'if a reader is interested in the script, then they will likely also appreciate GitHub’s high-quality code-viewing features, and easy code-sharing features', 'GitHub pages allows you to post the analyses in the blog', 'You yourself are the driving force behind the blog', 'there is a certain cachet to being the maintainer of a GitHub project', 'GitHub pages allows you to keep your script', 'schools and employers are often impressed by that'], ['a reader is not interested in the script, it is easy for them to ignore the link']]}"
"{'claim': 'Include code snippets in text', 'ground': ['Directly embedding code in the post is a common and effective approach']}",stack,1,214,How should I write a post containing analysis and python code?,2,['I often put snippets of code right into bodies of text'],[[]],[[]],"{'claim': ['I often put snippets of code right into bodies of text'], 'ground': [[]]}"
"{'claim': 'Share analysis with code', 'ground': ['Include Python script and analysis results in your post']}",stack,1,214,How should I write a post containing analysis and python code?,3,['I want to write a blog post analyzing these results'],[['I have written a python script that takes in data analyses them and gives some results']],[['I have written a python script that takes in data analyses them and gives some results']],"{'claim': ['I want to write a blog post analyzing these results'], 'ground': [['I have written a python script that takes in data analyses them and gives some results']]}"
"{'claim': 'Check examples on relevant sites', 'ground': [""Blog posts vary in including code based on their purpose, so reviewing examples helps understand what's typical."", ""DZone aggregates many blogs, making it a useful resource for seeing different analysis and code post formats.""]}",stack,1,214,How should I write a post containing analysis and python code?,4,['I would recommend you visit the site and see'],"[['The DZone website has links to a large number of blogs', ""Sometimes these blogs include code and sometimes they don't depending on the purpose and focus of the blog""]]","[[""Sometimes these blogs include code and sometimes they don't depending on the purpose and focus of the blog""], ['The DZone website has links to a large number of blogs']]","{'claim': ['I would recommend you visit the site and see'], 'ground': [[""Sometimes these blogs include code and sometimes they don't depending on the purpose and focus of the blog""], ['The DZone website has links to a large number of blogs']]}"
"{'claim': 'Easy to get started', 'ground': ['README provides clear instructions']}",stack,1,214,How should I write a post containing analysis and python code?,5,['You will dig it out within less than one hour'],[['Follow the README in this project']],[['Follow the README in this project']],"{'claim': ['You will dig it out within less than one hour'], 'ground': [['Follow the README in this project']]}"
"{'claim': ""'He' is still acceptable"", 'ground': [""Using 'he' for unknown gender has historical precedent and remains somewhat common""]}",stack,1,215,"A ""user"" is ""it"" or ""he/she""?",0,"[""'He' is also still perfectly acceptable""]","[[""Historically, referring to a person of unknown gender as 'he' was common practice, and still is to some extent""]]","[[""Historically, referring to a person of unknown gender as 'he' was common practice, and still is to some extent""]]","{'claim': [""'He' is also still perfectly acceptable""], 'ground': [[""Historically, referring to a person of unknown gender as 'he' was common practice, and still is to some extent""]]}"
"{
  ""claim"": ""Use 'he/she' or 'they' for users"",
  ""ground"": [
    ""'They' is widely accepted for unknown gender and is recognized as a singular pronoun."",
    ""In spoken English, 'they' is most common for unknown gender, though 'he' was used historically."",
    ""'He' and 'she' exclude non-binary identities, causing frustration for some communities.""
  ]
}",stack,1,215,"A ""user"" is ""it"" or ""he/she""?",1,"['The main one is when we need a pronoun as a place holder to connect to a noun', ""You don't use 'it' for people"", ""Most writers will use either 'he or she' for an unknown person"", ""If you know the person is female, say 'she'"", ""Most writers will use 'they' for an unknown person"", ""If you don't know the person's gender, that gets into the whole subject of what pronouns to use for unknown gender"", 'In this context, I am asking whether I should use ""It"" or ""he""', ""'She' is considered politically correct to use instead these days"", ""'It' is used to refer to a person in some special cases"", ""This usage of 'they' to refer to a single person is called the 'singular they'"", '""It"" is the main problem', ""The dichotomy of 'he and she' in English does not leave room for other gender identities"", ""You can write 'she/he' if you don't know the gender of a user"", ""If you know that the person is male, say 'he'"", ""A person is almost never referred to as 'it' in English"", ""few people actually say 'he or she' in practice, except in a more formal setting such as documentation"", ""assuming your example was part of a spoken conversation, it would more likely be: I'm speaking about a user. They are the main problem."", ""I would suggest using 'they' since it is near-universally recognized as a third-person singular pronoun for when the gender is unknown."", 'I am speaking about a user', ""It would not be appropriate to use 'it' for people"", ""using 'he or she' or 'they' is far more appropriate than 'it'"", ""It would not be appropriate to use 'it' for animals if you know their genders""]","[[], [], [], [], [], ['the subject of what pronouns to use for unknown gender has been discussed at length in response to other questions on this site'], [], [""Historically, persons of undefined gender were referred to as 'he'""], [], [], [], [""The dichotomy of 'he and she' in English is a source of frustration to the transgender and gender queer communities""], [], [], [], [], [""in spoken communication, it is most common to use 'they'""], [""'they' is near-universally recognized as a third-person singular pronoun for when the gender is unknown""], [], [], [], []]","[[""'they' is near-universally recognized as a third-person singular pronoun for when the gender is unknown""], [""in spoken communication, it is most common to use 'they'"", 'the subject of what pronouns to use for unknown gender has been discussed at length in response to other questions on this site', ""Historically, persons of undefined gender were referred to as 'he'""], [""The dichotomy of 'he and she' in English is a source of frustration to the transgender and gender queer communities""]]","{'claim': ['The main one is when we need a pronoun as a place holder to connect to a noun', ""You don't use 'it' for people"", ""Most writers will use either 'he or she' for an unknown person"", ""If you know the person is female, say 'she'"", ""Most writers will use 'they' for an unknown person"", ""If you don't know the person's gender, that gets into the whole subject of what pronouns to use for unknown gender"", 'In this context, I am asking whether I should use ""It"" or ""he""', ""'She' is considered politically correct to use instead these days"", ""'It' is used to refer to a person in some special cases"", ""This usage of 'they' to refer to a single person is called the 'singular they'"", '""It"" is the main problem', ""The dichotomy of 'he and she' in English does not leave room for other gender identities"", ""You can write 'she/he' if you don't know the gender of a user"", ""If you know that the person is male, say 'he'"", ""A person is almost never referred to as 'it' in English"", ""few people actually say 'he or she' in practice, except in a more formal setting such as documentation"", ""assuming your example was part of a spoken conversation, it would more likely be: I'm speaking about a user. They are the main problem."", ""I would suggest using 'they' since it is near-universally recognized as a third-person singular pronoun for when the gender is unknown."", 'I am speaking about a user', ""It would not be appropriate to use 'it' for people"", ""using 'he or she' or 'they' is far more appropriate than 'it'"", ""It would not be appropriate to use 'it' for animals if you know their genders""], 'ground': [[""'they' is near-universally recognized as a third-person singular pronoun for when the gender is unknown""], [""in spoken communication, it is most common to use 'they'"", 'the subject of what pronouns to use for unknown gender has been discussed at length in response to other questions on this site', ""Historically, persons of undefined gender were referred to as 'he'""], [""The dichotomy of 'he and she' in English is a source of frustration to the transgender and gender queer communities""]]}"
"{'claim': ""'She' can be distracting"", 'ground': [""'She' is still uncommon and may stand out negatively""]}",stack,1,215,"A ""user"" is ""it"" or ""he/she""?",2,"[""'She' may somewhat distract from the content of what you are writing about""]","[[""'She' is still a somewhat unusual form""]]","[[""'She' is still a somewhat unusual form""]]","{'claim': [""'She' may somewhat distract from the content of what you are writing about""], 'ground': [[""'She' is still a somewhat unusual form""]]}"
"{'claim': ""'He' is the traditional default"", 'ground': [""'He' has historically been the standard pronoun for users"", ""'She' is rarely used and draws unnecessary attention to gender""]}",stack,1,215,"A ""user"" is ""it"" or ""he/she""?",3,"[""'He' was used and was considered the default"", ""'She' seems to indicate that the gender of the person you are referring to is all of a sudden important, when in fact it isn't""]","[[""Historically, 'he' was used""], [""'She' is still a somewhat unusual form"", ""'He' was used and was considered the default""]]","[[""Historically, 'he' was used"", ""'He' was used and was considered the default""], [""'She' is still a somewhat unusual form""]]","{'claim': [""'He' was used and was considered the default"", ""'She' seems to indicate that the gender of the person you are referring to is all of a sudden important, when in fact it isn't""], 'ground': [[""Historically, 'he' was used"", ""'He' was used and was considered the default""], [""'She' is still a somewhat unusual form""]]}"
"{'claim': 'A user is ""he/she""', 'ground': ['A user refers to a living person']}",stack,1,215,"A ""user"" is ""it"" or ""he/she""?",4,"[""A user is most definitely 'she'""]",[['A user is living person you are referring to']],[['A user is living person you are referring to']],"{'claim': [""A user is most definitely 'she'""], 'ground': [['A user is living person you are referring to']]}"
"{'claim': 'Use gender-neutral pronouns', 'ground': ['Referring to a user as he or she can be confusing or paradoxical, so neutral language is preferred']}",stack,1,215,"A ""user"" is ""it"" or ""he/she""?",5,"[""Saying 'Is he a boy or a girl' would seem a bit of a paradox""]",[[]],[[]],"{'claim': [""Saying 'Is he a boy or a girl' would seem a bit of a paradox""], 'ground': [[]]}"
"{
  'claim': 'Smurfing is using a new account to gain unfair advantage',
  'ground': [
    ""The term 'smurfing' originated from players using themed names like PapaSmurf to hide their identity."",
    ""Smurfing became popular in games like Starcraft, where top players used alternate accounts to play anonymously and defeat less skilled players, especially with ELO ranking systems."",
    ""Smurfing exploits ranking systems that need multiple games to assess skill, allowing experienced players to dominate less skilled opponents, and the term is used across various games.""
  ]
}",stack,1,216,What is Smurfing in online games?,0,"[""Smurfing isn't always an accepted method and is most times frowned upon"", 'If a gamer is popular, they use a separate account (smurf) to avoid private messages from fans', 'A reason for smurfing could be to take a break from high-level game play (pub-stomp)', 'Smurfing is when a high level player makes a new account so they can fight less skilled players and get an advantage', 'Players can trick the system into believing they possess a lower skill level', 'Smurfing refers to a player creating a new account or character and using that for various reasons, instead of just using their mainstream account', 'Many tournaments are held for lower skilled players and by misrepresening themselves, highly skilled players can enter these tournaments', 'The term smurfing certainly predates Starcraft 1.', 'Smurfing is not unique to ELO style rankings either', 'If someone wants to try a new strategy in Wc3, they will create a smurf account, test it in games until they get it down, then use it on their main account without the losses being on their record (from the testing)', 'Another common reason for smurfing is if you just feel like avoiding your e-friends (if you are in a bad mood/unfriendly mood for instance)', 'Smurfing referred to utilizing an account with a lower ranking (usually ICCUP) than is accurate for you as a player, to beat up on lesser players', ""it is generally a term for griefing or masking one's 'appearance' to remain anonymous"", ""it is perhaps synonymous with 'hustling'"", 'Since Starcraft 2 has a built in ELO style system, this would mean buying a new account (or destroying your own ranking) and losing all your matches to be placed in a league below your skill level (or using one that is already in such a position)', 'Usually, however, smurfing is tantamount to taking candy from a baby']","[[], [], [], ['they have a better understanding of tactics and game mechanics'], ['ELO style ranking systems require a sample size of multiple games to make accurate prediction of the skill level'], ['various games such as Warcraft III and Diablo 2 use the term smurfing'], [], ['It was invented by a guy named Shlonglor during the Kali days of Warcraft 2, sometime in 1996.', ""Shlonglor was well-known as a world-class player, but he'd occasionally go incognito with other high level players and beat up on average players."", ""On at least one occasion (maybe the first) they'd use smurf names (PapaSmurf, etc) and I think that's where the term came from.""], [], [], [], ['In the context of Starcraft (and it is different in other games)'], [], [], ['Starcraft 2 has a built in ELO style system'], []]","[[""On at least one occasion (maybe the first) they'd use smurf names (PapaSmurf, etc) and I think that's where the term came from.""], [""Shlonglor was well-known as a world-class player, but he'd occasionally go incognito with other high level players and beat up on average players."", 'In the context of Starcraft (and it is different in other games)', 'Starcraft 2 has a built in ELO style system', 'It was invented by a guy named Shlonglor during the Kali days of Warcraft 2, sometime in 1996.'], ['ELO style ranking systems require a sample size of multiple games to make accurate prediction of the skill level', 'they have a better understanding of tactics and game mechanics', 'various games such as Warcraft III and Diablo 2 use the term smurfing']]","{'claim': [""Smurfing isn't always an accepted method and is most times frowned upon"", 'If a gamer is popular, they use a separate account (smurf) to avoid private messages from fans', 'A reason for smurfing could be to take a break from high-level game play (pub-stomp)', 'Smurfing is when a high level player makes a new account so they can fight less skilled players and get an advantage', 'Players can trick the system into believing they possess a lower skill level', 'Smurfing refers to a player creating a new account or character and using that for various reasons, instead of just using their mainstream account', 'Many tournaments are held for lower skilled players and by misrepresening themselves, highly skilled players can enter these tournaments', 'The term smurfing certainly predates Starcraft 1.', 'Smurfing is not unique to ELO style rankings either', 'If someone wants to try a new strategy in Wc3, they will create a smurf account, test it in games until they get it down, then use it on their main account without the losses being on their record (from the testing)', 'Another common reason for smurfing is if you just feel like avoiding your e-friends (if you are in a bad mood/unfriendly mood for instance)', 'Smurfing referred to utilizing an account with a lower ranking (usually ICCUP) than is accurate for you as a player, to beat up on lesser players', ""it is generally a term for griefing or masking one's 'appearance' to remain anonymous"", ""it is perhaps synonymous with 'hustling'"", 'Since Starcraft 2 has a built in ELO style system, this would mean buying a new account (or destroying your own ranking) and losing all your matches to be placed in a league below your skill level (or using one that is already in such a position)', 'Usually, however, smurfing is tantamount to taking candy from a baby'], 'ground': [[""On at least one occasion (maybe the first) they'd use smurf names (PapaSmurf, etc) and I think that's where the term came from.""], [""Shlonglor was well-known as a world-class player, but he'd occasionally go incognito with other high level players and beat up on average players."", 'In the context of Starcraft (and it is different in other games)', 'Starcraft 2 has a built in ELO style system', 'It was invented by a guy named Shlonglor during the Kali days of Warcraft 2, sometime in 1996.'], ['ELO style ranking systems require a sample size of multiple games to make accurate prediction of the skill level', 'they have a better understanding of tactics and game mechanics', 'various games such as Warcraft III and Diablo 2 use the term smurfing']]}"
"{'claim': 'Smurfing is skilled players facing weaker opponents', 'ground': ['Professional or highly skilled players compete against less experienced players, often leading to unbalanced matches and unfair advantages.']}",stack,1,216,What is Smurfing in online games?,1,['The Team Liquid Attack pits a professional player against a series of lesser players'],[[]],[[]],"{'claim': ['The Team Liquid Attack pits a professional player against a series of lesser players'], 'ground': [[]]}"
"{'claim': 'Smurfing is cheating or unfair play', 'ground': ['Skilled players deceive others by pretending to be less experienced.']}",stack,1,216,What is Smurfing in online games?,2,"['This often times constitutes fraud or cheating, but may be by design']",[['Highly skilled players can enter these tournaments by misrepresenting themselves']],[['Highly skilled players can enter these tournaments by misrepresenting themselves']],"{'claim': ['This often times constitutes fraud or cheating, but may be by design'], 'ground': [['Highly skilled players can enter these tournaments by misrepresenting themselves']]}"
"{'claim': 'Smurfing involves skilled players posing as less skilled', 'ground': ['It is intentionally done for entertainment and humor']}",stack,1,216,What is Smurfing in online games?,3,['Often times they will intentionally mix in another professional player and present him as a lesser player for comedic value'],[['This is by design (and fun to watch)']],[['This is by design (and fun to watch)']],"{'claim': ['Often times they will intentionally mix in another professional player and present him as a lesser player for comedic value'], 'ground': [['This is by design (and fun to watch)']]}"
"{'claim': ""Joke's meaning is unclear"", 'ground': [""The punchline doesn't make sense to some"", ""Definition of 'tame' is not inherently funny""]}",stack,1,217,Joke about catching a tame rabbit,0,"[""I can't understand 'How do you catch a tame rabbit? The tame way'""]","[['tame means not dangerous or frightened of people; domesticated', 'I do not see how this fits into the joke']]","[['I do not see how this fits into the joke'], ['tame means not dangerous or frightened of people; domesticated']]","{'claim': [""I can't understand 'How do you catch a tame rabbit? The tame way'""], 'ground': [['I do not see how this fits into the joke'], ['tame means not dangerous or frightened of people; domesticated']]}"
"{'claim': 'Carrots as silent bait are funny', 'ground': ['The humor comes from the idea that carrots, unlike other bait, are silent and thus unlikely to alert a rabbit.']}",stack,1,217,Joke about catching a tame rabbit,1,"[""It is 'funny' because carrots don't make noise""]",[[]],[[]],"{'claim': [""It is 'funny' because carrots don't make noise""], 'ground': [[]]}"
"{
  'claim': 'It is a wordplay on lisping.',
  'ground': [
    ""Tweety's lisp makes 'same' sound like 'tame', creating the joke."",
    ""The joke follows one about catching a wild rabbit, using similar-sounding words for humor.""
  ]
}",stack,1,217,Joke about catching a tame rabbit,2,"[""if you asked Tweety how to catch a tame rabbit, he would say 'The same way,' and it would sound like 'The tame way.'"", ""it's a wordplay based on lisping 'the same way [as you catch a wild rabbit]' as 'the t ame way'"", 'This joke is based on the way that tame and same sound']","[[""Tweety pronounces 's' sounds as 't'""], ['this joke is intended to follow one about catching a wild rabbit'], ['tame and same sound similar']]","[['this joke is intended to follow one about catching a wild rabbit', 'tame and same sound similar', ""Tweety pronounces 's' sounds as 't'""]]","{'claim': [""if you asked Tweety how to catch a tame rabbit, he would say 'The same way,' and it would sound like 'The tame way.'"", ""it's a wordplay based on lisping 'the same way [as you catch a wild rabbit]' as 'the t ame way'"", 'This joke is based on the way that tame and same sound'], 'ground': [['this joke is intended to follow one about catching a wild rabbit', 'tame and same sound similar', ""Tweety pronounces 's' sounds as 't'""]]}"
"{'claim': 'Not very funny', 'ground': ['Mild amusement from wordplay and nonsense']}",stack,1,217,Joke about catching a tame rabbit,3,"['not all that funny', ""it's not really all that funny"", 'This joke is not actually a joke', 'I tend to regard the joke as a form of anti-humor.']","[[], [], ['this joke is more of a play on words'], [""There's a little bit of word play going on, using homonyms to create something that is nonsense but sounds like something meaningful, and therein lies the amusement.""]]","[[""There's a little bit of word play going on, using homonyms to create something that is nonsense but sounds like something meaningful, and therein lies the amusement."", 'this joke is more of a play on words']]","{'claim': ['not all that funny', ""it's not really all that funny"", 'This joke is not actually a joke', 'I tend to regard the joke as a form of anti-humor.'], 'ground': [[""There's a little bit of word play going on, using homonyms to create something that is nonsense but sounds like something meaningful, and therein lies the amusement."", 'this joke is more of a play on words']]}"
"{'claim': 'The joke is funny due to its unexpectedness', 'ground': ['The punchline is amusing because it defies expectations.']}",stack,1,217,Joke about catching a tame rabbit,4,"[""It is 'funny' because it results in a goofy mental image"", 'The resulting cognitive dissonance provides hours of entertainment', ""It is 'funny' because the listener is expecting an answer like the answer to the first joke — some sort of goofy visual imagery""]","[[], ['the unexpected answer is funny'], []]",[['the unexpected answer is funny']],"{'claim': [""It is 'funny' because it results in a goofy mental image"", 'The resulting cognitive dissonance provides hours of entertainment', ""It is 'funny' because the listener is expecting an answer like the answer to the first joke — some sort of goofy visual imagery""], 'ground': [['the unexpected answer is funny']]}"
"{'claim': 'References Tweety Bird', 'ground': ['Assumes familiarity with Looney Tunes and its characters, especially Tweety Bird, making the joke more enjoyable for fans.']}",stack,1,217,Joke about catching a tame rabbit,5,['the joke assumes knowledge of the Looney Tunes character Tweety Bird'],[[]],[[]],"{'claim': ['the joke assumes knowledge of the Looney Tunes character Tweety Bird'], 'ground': [[]]}"
"{'claim': 'Joke is incomplete', 'ground': ['Missing punchline makes joke unsatisfying']}",stack,1,217,Joke about catching a tame rabbit,6,['Half the joke is missing'],[[]],[[]],"{'claim': ['Half the joke is missing'], 'ground': [[]]}"
"{'claim': 'Jokes about tame rabbits are popular', 'ground': ['They are commonly shared for entertainment and are popular among young children, especially in preschool settings.']}",stack,1,217,Joke about catching a tame rabbit,7,"['Sometimes they take on a cultural value where people entertain each other by taking turns reciting them.', 'They were all quite popular at my preschool.']","[[], []]",[[]],"{'claim': ['Sometimes they take on a cultural value where people entertain each other by taking turns reciting them.', 'They were all quite popular at my preschool.'], 'ground': [[]]}"
