subset,id,questionText,clusters
stack,178,What's the best way to fight an Enderman?,"[[""Endermen are actually easy to kill if you're careful"", ""You need 3 to 5 buckets of water or lava, fully enchanted armor and/or sword, a bow with the 'Flame' enchantment, and some boats, as well as a pumpkin for wearing on your head"", 'You should wear the pumpkin', 'Be prepared: full armour, bucket of water, full hunger meter and a good sword', 'Build a 3x3 roof over your head that is 3 blocks high while farming them in The End.', 'it is hard to deal with Enderman'], [""Firing a bow from a boat is the best idea if you're taking this strategy""], ['You need to build a small shelter that is only two blocks tall', 'You can attack their legs all you want with your sword as long as you are in your shelter', ""If you're not near water, run away and shoot at them with your bow"", ""Your shelter doesn't need walls, only a roof with a two high space for you to walk under it"", 'You should just run away', 'You want to do this as little as possible', ""They can't harm you if you are in your house""], [""Don't get scared of the screeching""], ['I can just pick them off freely at that point.'], ['If you attack their legs with a weapon, they will not teleport.'], ['If you have to engage them with your sword, jump up and hit them on the downward fall of the jump'], ['The Endermen will turn hostile if you hit them first', 'you are in deep trouble when an Enderman is running at you really fast'], ['This tactic is less effective in water because your movement speed is reduced'], ['Charging the bow slows your movement'], ['Be safe', 'Do anything you have to do'], ['Take out their legs']]"
stack,179,Word for describing a book with its sheets separated,"[['stack of loosened pages of <object>', 'The English noticed wear and tear on the pages of the book rather than its spine', 'If you want a more commonly used word, try disassembled', ""There isn't, so far as I know, an English idiom that refers to a book becoming disbound due to overuse"", ""He was holding the pages of my dilapidated copy of Jackson's textbook"", 'You might also try unbinded to refer to a book that was once bound', ""In our auction of June 2002 we offered a dilapidated copy of Our Wullie's first book of 1941"", ""The word 'pages' alone is sufficient"", 'He was holding a sheaf of pages', 'The adjective loose-leaf describes books (especially textbooks) that are sold without binding', 'Bibliophiles have their own jargon for the various ways a book can be damaged', 'He was holding a ragged sheaf of pages', ""He was holding a handful of pages that belonged to my copy of Jackson's textbook"", 'I think it would be easily understood', 'A book that is worn out from overuse is very often described as tattered and/or dog-eared, and perhaps frayed (especially of cloth bookcovers)', 'The word is unbound, as in an unbound book', 'loosened pages of <object>', 'I want to imply that the book is unbinded as a result of being used and studied too much', 'This implies a book that was never bound', ""I haven't found much usage for the second term"", 'The technical term for a book that has lost its binding is disbound'], [""We'd have to go with a cobbled-together phrase to get the meaning across that pages are missing""]]"
stack,180,Variable resistor that can handle hundreds of watts?,"[[""I personally don't like rheostats""], ['You see what the power supply does', 'There are big resistor test loads, like 8 Ω 250 W loads for simulating speakers', 'There may be big variable load resistors for testing power supplies'], ['Within a family the current limit is usually, up to a certain point, roughly inversely proportional to full-scale resistance', 'The limiting factor on any given rheostat is generally RMS current rather than power', 'You could use a 1,000-ohm rheostat to generate a continuous range of resistances in the range 50-1000 ohms', 'You could use a 100-ohm rheostat instead of a 1K rheostat', 'There are rheostats', 'Theatrical lighting used to use rheostats before the advent of triac-controlled dimmers', 'A fixed series padding resistor is a good idea', 'You can build a resistor box and use switches to change the load', 'Large open-frame wirewound potentiometers are called rheostats', 'You could probably much more cheaply use a 100-ohm rheostat plus fixed 50, 100, 200, 200, and 500-ohm resistors', 'Careful selection of the resistor values could give you a very wide range of resistances with fairly fine control', 'The allowable RMS current will be that power divided by full-scale resistance', 'You have to be careful when using large open-frame wirewound potentiometers to test power supplies'], [""My employer has an electronic load that's rated for 30 KWatts""], ['People may use something else instead of big variable load resistors for testing power supplies', ""You can use MOSFET's and a MCU to do the job as well"", 'You can buy an electronic load', 'I use active loads in my day-to-day work', 'Most electronic loads will work in 3 modes: Constant Current, Constant Voltage, and Constant Resistance'], [""You could use one that was rated for 1/10 the power that you'd otherwise need""], ['If you asked at the right places you might be able to get them for practically nothing'], ['People who keep them for sale might charge a fair bit for them'], [""I've used large arrays of parallel carbon plates in a vise-like structure for testing power supply overload"", 'You close the vise tight to compress the plates and lower the resistance'], ['An electronic load is the opposite of a benchtop power supply'], ['Certainly many of those rheostats have been junked over the years'], ['If you are going for cheap, get a large metal bucket and a bag of rock salt'], ['Many families have a specified power rating']]"
stack,181,What is this camera effect used in Hot Fuzz?,"[[""TV Tropes refers to the technique as an 'orbital shot'""], [""The technique doesn't really have a name""], [""You can find the technique in Walt Disney's Snow White and the Seven Dwarfs when the queen drinks the potion transforming her into the witch""], ['Director Michael Bay has used this exact shot (with different actors/locations, of course) in a lot of his films', 'This can be called as Michael Bay spin', 'The inclusion of that shot in Hot Fuzz is a direct reference to Michael Bay'], [""Bay isn't too worried about what the critics have to say""], ['the camera focuses on these two characters and rotates slowly, but the background rotates so fast', 'the timeline of this effect in the movie is around 97:46'], ['I would classify this as a variant of parallax'], ['This effect requires a narrow angle lens'], ['Motion blur is achieved']]"
stack,182,What is a word that means truncate from the beginning?,"[[""You'll need to specify which end you're truncating"", 'truncate describes lopping off the rightmost end of the array', ""truncate doesn't feel right to use when removing array elements from the beginning"", 'Truncation can happen at either end'], ['The word opposite in meaning would be to prepend or to postpend, depending upon which end one has in mind'], ['Trim is what we call it over here where I live in the computer'], ['left-truncate seems to have another meaning in statistics'], ['For the specific case of an array shift or slice may be what you want', 'In many libraries, this is called drop', 'If you are returning a new datastructure rather than modifying the source one in-place, then I have seen this operation be called Skip'], [""The proper word based on Latin roots should be 'precise' as a verb"", 'I would use precise myself and relish in the real core root meaning being resurrected'], ['One may compound pre and delete for a quick manifest understanding: predelete or pre-delete']]"
stack,183,Why are numbers sometimes spelled out and then numerals specified as well?,"[[""In old hand-written legal documents where paper/velum was a premium, you couldn't afford to format a document with spaces and paragraphs and such to increase readability"", 'The practice appears to be a legal tradition rather than a universally honored rule.', 'This convention is not a best practice in legal drafting', ""Giving a number numerically after it's spelled out in formal documents seems quite redundant"", 'It may date back to handwritten legal documents'], [""I don't use the convention in my documents""], [""The practice is the equivalent of the old burlesque show advertisements hawking 'Twenty girls - count 'em, 20! - onstage.'"", 'Restating a number in parentheses after spelling it out draws the eye to the numbers, allowing for quick perusal of a document, say a purchase order', 'Perhaps the number in parentheses (or brackets as my people call them) is just a way to draw the eye quickly to the relevant figures when skimming'], ['The above answers in toto seem to comprise a correct response'], [""It's to reduce the chance of anyone's being able to claim in court the amounts were unclear"", 'Restating a number in parentheses after spelling it out is a way to ensure the reader that the number is correct', 'The redundancy is presumably intended to reduce typos, forgery, and other types of error or manipulation in order to make the intent as clear as possible.'], ['What they did was to write key phrases like TO HAVE AND TO HOLD in all caps and large to stand out'], ['I have heard this was to aid in finding relevant portions for reading'], ['Handwritten numerals were less likely to be misunderstood than handwritten text'], ['It may also relate to the fact that, in earlier times when fewer people were literate, there were many illiterate people who understood numbers and could perform calculations']]"
stack,184,"Is there a word to describe someone who does nice things for others, only to make themselves look or feel good?","[[""'smug samaritan' would have been rather close to your need""], ['I would rather use hypocrite for such a person as they are actually different privately than they struggle to convince people they are', 'A person does nice things for other people only for self gain', 'Jesus portrays the Pharisees as impatient with outward, ritual observance of minutiae which made them look acceptable and virtuous outwardly but left the inner person unreformed', 'I would lean toward one of the senses of false: not genuine; counterfeit or fake: designed to deceive or cheat; not real; counterfeit', 'Self-aggrandising', ""Patronage is something that has generally come to mean altruistic in today's usage"", 'It is not incorrect', 'Patronage is used to refer to kindness that is very visible and that returns some sort of boon for its patron', 'image-conscious means being concerned about the general impression that one presents to other people', ""The word 'Pharisee' would convey the idea you're driving at"", 'Self-satisfying might be close to the following definition', 'Opportunists are people who see a chance to gain some advantage from a situation, often at the expense of ethics or morals.', 'Patronage encompasses all of the ideals of being outwardly generous while really it returned plenty of quid pro quo and was often used in the fashion which you describe', 'they are being disingenuous by feigning their concern for others', 'A patron would commission a famous artist to paint a pretty picture for their feasting hall', 'Marked by an extravagant or presumptuous outward show is pretentious', 'Showing or betraying an attitude of superiority is pretentious', 'Using false in that sense may also be somewhat archaic', 'sanctimonious or self-congratulatory are alternatives', 'Claiming that or behaving as if one is important or deserving of merit when such is not the case is pretentious', 'Self-satisfying might be difficult to pin down', 'An opportunist seizes every opportunity to improve things for himself.', 'Patronage does not cover the description of the underlying motivation of doing something good to only look good', 'Altruism is a separate thing from patronage', 'You might swap selfish with non-altruistic depending on the level of selfishness or consciousness towards their behavior'], [""Pander is also close but it means to do these things to please others rather than solely to effect people's opinions of the person""], ['Either can also be used on its own as well', 'I would use it to modify another adjective if I were given two words'], ['Historically a patron was someone wealthy who supported the arts or artists'], ['I often associate genteel with southern hospitality'], ['Southern hospitality has been examined by sociologists and other social scientists'], ['You can use the word genteel in this context'], ['Pretentious comes close but that is more about embellishing the truth']]"
stack,185,How does an LM7805 voltage regulator work?,"[['Both switching and linear regulators include a control loop to adjust some parameter of the circuit so that the output voltage remains constant in the presence of load current changes and input voltage changes', 'There is a pass transistor that changes in resistance so that the output voltage stays constant', 'This schematic shows the basic principle upon which most linear regulators are built', 'If the output voltage would rise, Q1 would start conducting and pull the base of Q2 down, so that Q2 supplies less current to the output and its voltage decreases again', 'Voltage regulators have a transistor which in a control loop can conduct more or less, according to demand', 'R1+R2 divide the output voltage by 2, so that makes the output 13.6V', 'In a linear regulator the circuit parameter is the pass transistor drive circuit', 'If the output voltage will go below the set voltage of 13.6V, Q1 switches off and via R3 the input voltage will give Q2 sufficient current so that the output voltage rises again', 'There are two areas you need to understand if you want to get into the details of how regulators work: topology design and control loop tuning + stability', 'A linear regulator will use a transistor to step the voltage down as an inline resistor', 'Q1 will make sure that the output remains at 13.6V', 'This is a very basic setup, and stability and line regulation are not optimal', ""Voltage regulators achieve 'stiffness' via a feedback control loop"", ""The zener diode is a 6.2V version, so the node marked 'feedback' needs about 6.8V to make Q1 conduct""], ['In a switching regulator the circuit parameter is the duty cycle of the switching element(s)'], ['Integrated voltage regulators will add extra components for increased (temperature) stability, current limiting and overheating protection'], ['Most voltage regulator ICs work differently than hooking up a variable resistor and a voltmeter and turning the knob until you get the desired voltage'], ['Switching regulators use a method that can be thought of more as a charge pump'], ['The specifics of the internals is basically the above and is published in the data-sheets'], ['The wikipedia page is not half bad to learn about them'], [""If you can't recognize common circuits in the actual 7805 schematic, and figure out the details of the complex internal circuitry, then I am afraid it is far too complicated to detail here""], ['This method is not power efficient in general'], ['This method is very low noise'], ['There are numerous links already given in the other answers and comments, that should get you well on your way']]"
stack,186,Is there a word for making something or someone confess?,"[['The phrasal verb wring out can be used to obtain or extract by applying force or pressure', 'The phrase structure break someone down has a relevant sense', 'such a confession was coerced', ""I suspect there isn't one"", ""I can't think of a one-word term that conveys this idea"", ""I am seeking after a single word for describing 'make something or someone confess'""], ['break him down has appeared in print more often than force a confession since about 1860'], ['the ngrams result agrees with what I think relative use of each has been'], ['those phrases have appeared far more frequently than wring him out'], ['""come clean"" is an effective idiom', 'The Chancellor should come clean about the proposed tax rises'], ['There is also an idiomatic phrase in US English give someone the third degree'], ['This usage is not limited to confessions'], ['The phrases are not strictly comparable, and comprehend only one of many possible pronouns']]"
stack,187,feeling when you've failed in your job,"[['How a teacher experiences and deals with the frustration and disappointment triggered by an apparent failure to teach (or a failure of students to learn) depends a great deal on her tenacity, flexibility, resourcefulness, and good humor', 'Some folks do not even feel disappointment until they reach a certain fairly high threshold, as in the case of a teacher who has used numerous examples (not just one) to elucidate a concept for her students, only to be confronted with the furrowed brows of incomprehension', ""The latter teacher takes his students' failure to understand as a challenge for him to step up his game"", 'Competent teachers learn not to take that reaction personally', 'Resourceful teachers, when facing uncomprehending looks, simply attack the concept from a different vantage point by using different examples and sometimes even wildly diverse and far-out methods', ""The former teacher is tempted to 'cut her losses' and give up"", 'Some people are more immune to cognitive dissonance than others, but it is most likely a universal human experience', 'You have to start from scratch', 'The teacher who takes a temporary setback personally and with a deep sigh goes back to the line-upon-line, precept-upon-precept method of re-teaching foundational facts is likely experiencing a form of cognitive dissonance', 'You have to go back to the starting point', 'You feel incompetent when you fail at your job', 'Frustration is a feeling of dissatisfaction', 'Cognitive dissonance describes aptly the phenomenon you describe in your question', 'Some people deal with disappointment better than others', 'Cognitive dissonance rears its head when a person entertains two conflicting ideas or concepts in his or her mind at the same time, and then through a process of choosing one idea in preference to the other idea attempts to get rid of the dissonance', 'The truly competent teacher engages neither in self-doubt nor the blame-game; rather, he regroups with his self-concept intact and attacks the problem as he believes a good teacher would by inventing new examples, trying different teaching methods, and forging ahead despite a temporary setback', 'Disappointment itself is a universal human experience and emotion', 'You have to go back to square one', 'A teacher who sees herself as a really good teacher may, upon experiencing the phenomenon you describe in your question, begin to question her teaching ability'], ['The teacher is disappointed'], ['The students gave you the runaround'], ['A teacher uses an example that they think should be obvious'], ['Crestfallen means cast down in confidence, spirits, or courage'], ['Jobs are about using your ability and skills to get work done']]"
stack,188,“Thank you very much” vs. “Thank you so much”,"[[""'Thank you so much' is less formal"", ""'Thank you very much' is a little more formal""], ['There may be differences between those', 'Others say: Thank you so much', '""thank you so much"" is no more sincere than ""very much""', ""'Thank you very much' can also mean what it says"", 'Both of them are grammatically fine', ""'Thank you very much' is barely stronger than a simple 'thank you'"", ""'Thank you very much' and 'Thank you so much' are equally useful, as is just plain 'Thank you', 'Thanks', 'Many thanks', and other variations"", ""'Thank you very much' is often used to make a 'thank you' a bit longer"", 'Some people used to say: Thank you very much', ""Neither 'Thank you very much' nor 'Thank you so much' is wrong and hence neither is 'more correct'""], ['""thank you so much"" is just a pop culture trend', ""I personally refuse to say 'Thank you so much'"", '""so"" is being overused now', '""thank you so much"" only became widely used in the last couple of years', 'Thank you so much is becoming way over used', 'I am not one to follow verbal fads', '""so much"" is now used almost exclusively by people on TV', 'Everyone were hypnotized into saying Thank you so much instead of Thanks a lot', ""Saying 'Thank you so much' seems to have become a cliché""], ['""thank you so much"" is part of an overall fascination with ""so""'], [""'Thank you so much' often seems more genuine""], [""'Thank you very much' is often used out of courtesy""], [""'Thank you very much' is sometimes used sarcastically""]]"
stack,189,Idiom/word/saying request: Accepting a situation out of desperation,"[[""I wouldn't apply 'learned helplessness' to either the retailers who are run out of town, or to Tom Robinson.""], ['Acquiescence is to accept, agree, or allow something to happen by staying silent or by not arguing', 'A good phrase for this is threw in the towel', 'Individual retailers ran out of business when a big fish came to town', ""Mike 'Boom Boom' DeNola will probably have to spend a few days in the hospital, followed by a long convalescence in Miami"", 'The company threw in the towel after losing all of its major customers', 'Surrender is to agree to stop fighting, hiding, resisting, etc., because you know that you will not win or succeed', 'Resignation is the feeling that something unpleasant is going to happen and cannot be changed', 'Individual retailers cut their losses and closed their stores', ""Mike 'Boom Boom' DeNola threw in the towel after three rounds"", 'He was resigned to his fate', 'They accepted the inevitable', 'They made peace with it', 'Independent store owners often give up and go out of business when faced with competition from large retail chains', 'Individual retailers run out of business when a big fish came to town', 'Tom Robinson finally gave in, even though Tom Robinson was innocent'], [""Learned helplessness does apply to your title, 'accepting a situation out of desperation.'"", 'People who resign, acquiesce, yield, give up (etc.) often do so because of learned helplessness and not because they actually lack options.']]"
stack,190,How to make extra crispy and crunchy breading like KFC?,"[[""Use self-rising flour or use 1 teaspoon of baking powder added to each cup of all-purpose flour that you're using for the dredging and coating mixture""], [""This technique makes the chicken so crispy you can't sit still and eat it""], ['You should also invest in a shaker basket of some sort'], ['You should use cake flour if you can get it'], ['my favorite breading comes from panko breadcrumbs'], ['the crispiness aspect of fried foods really comes down to how you fry your food'], ['Many places like KFC make extra crispy chicken breading', 'A certain ingredient may make the breading extra crispy'], ['After pan frying until evenly brown all around, remove from oil and place on a baking rack on a sheet pan and finish cooking in the oven until the chicken is done'], ['Before dredging the chicken, sprinkle a little milk or water over your seasoned flour mixture'], ['Dredge the chicken and then return to the milk and then dredge again to get a thicker coating of flour', 'Deep fry in enough oil to submerge, or pan-fry in enough oil to come about 2/3 up the chicken and turn a couple times to promote even browning', 'The way to get crispy chicken is double breading the chicken and immersion frying'], ['Otherwise just dip the chicken in buttermilk seasoned with salt and pepper', 'If you want more tender and flavorful chicken, first brine the pieces in buttermilk that has been mixed with several tablespoons of salt, some black pepper and whatever other seasonings you like'], ['First boil the chicken in cocacola'], ['I suggest you read http://www.guardian.co.uk/lifeandstyle/wordofmouth/2009/jul/24/kfc-secret-recipe-revealed'], ['KFC uses pressure fryers', 'KFC cooked the extra crispy and the original in the pressure fryers', 'KFC uses pressure fryers for their original recipe chicken', 'You need a pressure fryer to achieve almost similar result with your recipe'], ['KFC extra crispy is done in an open fryer'], ['This works perfectly for me every time'], ['I am supplying breading to small restaurants competing against the giants Freddy Hirsch etc'], ['KFC breading consists of dry ingredients, milk and egg powder'], ['My chicken is much more crisper and dryer than KFC'], ['Then fry the chicken with flour + egg'], ['I gave that method to Chicken Xpress for their hot wings and it is working'], ['The only way to get away without using pressure fryer is steaming the chicken, double bread it and fry in the open chip fryer'], ['Try this very crispy chicken which is equal to KFC chicken'], ['I normally use all purpose flour cornmeal onion powder garlic powder paprika and meat tenderizer'], ['You should toss the chicken in a ziploc with flour and seasonings'], ['You should wet the chicken with water or with marinade'], ['You should fry the chicken for 20 or 25 min in the fry daddy']]"
stack,191,How can I explain New Year to a preschooler?,"[['We are grateful for yet another cycle of seasons', '4 year olds are able to grasp that there are planets out there and that they rotate around the sun', ""Explaining the whole idea of new year on January first is only difficult because it doesn't make much sense"", 'There are great ways to show/demonstrate how things work in this department', ""An activity where one of you stands in the middle and the other walks around the other as a demonstration of Earth's path around the sun and the identification of a full circle implying a new year might resonate with the toddler as well as provide an instructional opportunity"", 'On new year we celebrate that the earth has made another circle around the sun', ""With us 'New year' is just the fireworks day, where she gets to come out of bed in the middle of the night to watch fireworks and eat snacks"", 'We can explain what is 10-second period, then day, month and year', 'time references are meaningless to our 4-year-old', 'You can also use movement of planets/moons to explain our concept of day/month', ""It's difficult to explain to a kid what a year is"", ""We don't actually explain most of these yearly events much"", ""The way we explained it must've left a pretty good understanding of how this works and why we divide up time the way we do"", 'People decided to divide time into time periods to measure it'], [""The term 'toddler' can refer to a significant range of developmental ability""], [""We're celebrating the birthday of the year""], ['Everyone agreed that fireworks are more fun if everyone does it together'], ['It has not dulled the excitement in any way']]"
stack,192,Where to find wilderness in Europe?,"[['Brading on Isle of Wight may be of interest'], ['Only the Arctic Nordaust-Svalbard Nature Reserve is a larger protected area (55,354 km²)', 'We are looking for another place in Europe untouched by people, where is possible to walk for a week and feel freedom', 'Gorgany in the Ukrainian Carpathian mountains is something untouched by civilization', 'northern Scotland and its highlands and islands are not truly untouched', 'Białowieża Forest in Poland may be of interest', 'Rautas in Kiruna, Sweden may be of interest', 'I was also impressed with the Julian Alps in Slovenia', 'Northern Norway (Svalbard) may be of interest', 'There is no real wilderness in Europe apart from the Northern and Eastern periphery (especially Russia)', 'I recommend northern Scotland and its highlands and islands', 'Greenland may be of interest', 'Some parts of the Carpathian mountains could be interesting for you', 'There are some old forests that may be of interest', 'I was impressed with the Crimean Mountains', 'you have to go into eastern Europe and beyond into central Asia to find truly untouched places', 'The largest national park in Europe is Югыд ва or Yugyd Va National Park', 'Northern Sweden may be of interest'], ['Tyresta National Park is quite accessible'], ['In Latvia you can find untouched areas']]"
stack,193,Cleaning the plastic residue of the inside of my old backpack,"[[""It's working fairly well""], ['Pack stays dry as a bone now'], ['So would be earning enough money to buy a new pack'], ['This is especially annoying with clothes, fleeces in particular, because it is very hard to clean-off'], ['Soap, water, and a kitchen brush (not wire) should be used', 'Try washing with a cloth and warm soap and water'], ['It was still difficult to get the old waterproofing off without damaging the nylon fabric', 'It was all a stupid crazy amount of work', 'The inside material of a very old backpack has started to peel off and it leaves small bits of yellowish plastic on anything that is put in there', 'Washing and brushing have limited success in cleaning off the yellowish plastic bits'], ['You could try agitating the bag by hand instead with an abrasive inside', 'You could try putting a small amount of something abrasive (such as rock salt or perhaps gravel) into the bag, closing the bag securely with a zip tie on the zipper pulls & placing it in a clothes drier on the Fluff setting (no heat) for some period of time'], ['A fine grained paint sanding block took off some of the stuff'], ['A heavier grained sanding block would have probably worked better'], ['A rubber cement eraser did not work'], ['Goo Gone did not work very well on a small portion of a pack like this'], ['I am using a wire brush'], ['I impregnated it with a nikwash product'], ['I scrubbed all messy parts with alcohol using a strong but nylon (or so) brush'], ['I will have to put everything in plastic bags in the pack'], ['If you could soak the pack in denatured alcohol, that would work the best'], ['My bag has sentimental value, which prevents me from sending it to the landfill'], ['our problem is occurring because of a manufacturing defect on the supply level'], ['You have to be patient, work on a hard flat surface and be careful not to press too hard'], ['30 minutes of listening to good music and scrubbing is recommended'], ['Denatured alcohol cleaned the waterproofing off the pack very well'], ['I do love my Lowa backpack'], ['I do not want to part from my Lowa backpack for now'], ['It seems better than the other answers here']]"
stack,194,How can I amplify the speakers of my iPhone?,"[['If your purpose is to make as much noise as you can, then put your phone into a glass/mug', ""Tilting the pan on its side and facing it to where you are sitting or 'boogieing' will make it more directional and louder"", ""It isn't that much louder, than placing it in a bowl or toilet paper roll but you will still hear a difference."", 'Placing the phone with the speakers facing up in a large, tall ceramic/glass/metal bowl is successful', 'You could place your phone in a metal saucepan', 'We can rotate the cup to amplify in a particular direction', ""The easiest way I know, when you are at home or outside and don't have any gadgets or items, is simply placing your phone next to a wall or ideally in a corner with the speakers facing the wall.""], ['There are lots of sites that give various methods for speaker amplification'], ['You can amplify your mobile speakers by using induction speakers', 'Induction speakers grab the magnetic field of the speaker using induction, and then run that signal into their own amp and speakers'], ['You can increase effect'], ['I have tried these but none of them were great'], ['It will help you to make amplifier'], ['More longer the tube is more the voice'], ['Paper Clips may help you to keep it on desk'], ['These are very cool and work fantastically']]"
stack,195,What can be done with hazelnut shells?,"[[""Many famous cheeses have their 'smoked' versions"", 'Smoked versions of many famous cheeses are as a rule even more appreciated than their basic version'], ['Some people advise not to put seeds in your compost'], ['You can use empty hazelnut shells for cheese smoking'], ['Hazelnut shells can be used for composting', 'You can use them for composting', 'Grinding hazelnut shells would speed up the composting process'], ['You should try using hazelnut shells for mulch on a pathway', 'Hazelnut shells can be used for mulching', 'Hazelnut shells can be used for mulch'], ['Hazelnut shells can be used as fuel', 'If you have a wood stove, try tossing hazelnut and other tree nut shells in'], ['Many delicious dishes can be made using smoked cheese'], ['It would be wise to use ground walnut shells only in an enclosed area, with proper ventilation, and air filtration, to protect yourself & others', 'You can grind them up and use them for sandblasting delicate surfaces', 'Using ground walnut shells in a sandblaster gives such a mirrored finish that you would need to be extremely careful about trying to do such on a bright & sunny day', 'You should wear a protective disposable suit while working in/around ground walnut shells']]"
stack,196,How to construct quality long sentences?,"[[""I don't like semicolons, and I don't want to use it.""], ['Digging into the root cause of behaviour is more rewarding than trying to apply a new layer of knowledge', 'If you already know these things and you are still struggling with writing long sentences, then perhaps you need to look deeper into the reasons why you tend to write short sentences', 'I still struggle to string the phrases and clauses together in an effective way.'], ['I want to construct long sentences, for fiction.', 'You would benefit from exploring this aspect', 'You use several short sentences in your question'], [""I have learned any 'technique' I might lay claim to because of the influence of the writer I read"", 'You get a good ear by reading a lot of great writing', 'You should find an author who uses the kind of sentences you want to use', 'You should read their work, study the structures they use and learn to replicate them', ""You can't break beautiful prose down into concrete rules or a step-by-step method"", 'Beautiful prose comes from having a good ear'], ['Long sentences are possible', 'Recursion builds long sentences by substitution', 'Occasionally weaving together the ideas in several short sentences by recursion will get you the length variety you need'], [""Some will tell you that's a bad way to write""], [""If you really want to write long sentences, you should study Proust's works""], ['I also understand different kind of phrases, and grammatical rules.'], ['I do use subordinate conjunctions and coordinate conjunctions.'], ['The following cheat sheets are very useful for understanding how long sentences are constructed'], ['Writing long sentences for the sake of writing long sentences is just as bad as using long words for the sake of using long words']]"
stack,197,Is there a way of getting a super magical chest or a legendary in Clash Royale?,"[[""This chest guarantees 1 Legendary from any arena, but it's random, so it's best if you don't care what legendary you get"", 'Super magical chests have about a 50% legendary drop rate', 'They will sometimes appear in the shop and costs 40,000 gold', 'Arena 4 or above is required to get it from regular chests', 'Arena 4 or above (unverified) is required to receive chest offer', 'Arena 10 or above is required for legendaries to appear in the shop', 'The legendary chest contains one guaranteed legendary', 'You always pull a Legendary chest as first chest in third cycle', 'Purchasing legendaries from the shop with gold is best if you want a specific legendary', 'Legendary cards are fairly rare', 'I got princess next week', 'This is actually a much better deal than the Super Magical chests', 'I got best legendary ewiz next week', 'Legendary chests are a feasible option', 'Legendary cards are technically obtainable from any chest beside the epic chest', 'You have a 0.40% chance of obtaining a super magical/legendary chest from winning a battle', ""I still can't obtain a legendary card in Royale Arena"", 'You can also get them from spending gems when they are released in the shop', 'Join a clan with good reputation', 'Arena 2 or above is required to get a Super Magical chest', 'I was still in jungle Adena', 'Legendary cards appear in the shop if you are in legendary arena every so often', 'Legendary chests come in around once in 500 chests once you have unlocked legendary cards after reaching certain arena', 'They can be obtained by buying them for 4600 gems in the store, or getting a very lucky drop at the end of a battle'], ['the formula for the exact percentages of getting a legendary card drop can be found here'], ['% Chance = ((Cards in Chest * # Legendary)/# Commons)/Legendary Factor', 'there are more detailed breakdowns of the legendary chance based on Arena level and type of chest on the page'], ['Arena 7 or above is required for legendary chest'], ['Chests are now obtainable as a Points reward for completing quests, and can reward ANY chest obtainable from battle (except Silver), as shown in the Quests screen'], ['Getting a legendary or magical chest depends on chest cycle'], ['I did not get any legendary'], ['I got too many epics'], ['I opened the clan chest and got log'], ['People keep beating me with those legendary cards'], ['Super magical chests are the highest quality chest in Clash Royale'], ['There are many ways to obtain Super Magical Chest and legendaries'], ['There are only a few ways to get them'], ['There are some apps that keep track of this cycle'], ['There is a better chance to get a Super magical chest drop as the higher your rank is']]"
stack,198,What happened to the $1 coin in US?,"[[""One of the big reasons the new coin hasn't caught on is that not many vending machines have been retrofitted to take the new coin""], ['They should stop printing $1 bills here', 'Almost everyone else I know thinks the coins are a pain in the butt', 'This was not so much successful in the States', ""The 'Susan B' dollar coin was regarded as unattractive and easy to confuse with a quarter."", 'They are certainly still in circulation', 'Many people here are just not comfortable with the new coin', ""This resulted in a final run of Susan B dollars in 1999 followed by the introduction of the 'Sacawega' dollar in 2000."", 'The US government made so many of them', 'The US is currently still issuing dollar coins from the stockpile built up in the late 2000s.', ""The 'Susan B' was not a wild success but did see some use from the vending machine and mass transit industries and the stockpile was gradually depleted."", 'You see so few of them in circulation', 'The coins are a bit more inconvenient than dollar bills', 'The US kept issuing dollar bills and merchants kept ordering them in preference to coins.', 'The US was left with a big stockpile of dollar coins and stopped minting new ones while it worked through the stockpile.', 'You are far more likely to get $1 and 50 cent coins as change at US post offices', 'The US is also minting new designs in reduced numbers for sale to collectors.', 'The US tried to introduce a $1 coin awhile back to reduce minting costs of the $1 paper bill', ""The US had another go at trying to push dollar coins in the late 2000s with various Native American and presidential designs in the hope of stirring up interest and getting people to use the coins but again they didn't force the issue, again reception was lackluster and again they ended up with a big stockpile of coins.""], ['The coins have to be in post offices'], ['Canada released the loonie a few years later and made the coin in a style that was more fitting for a high denomination coin while still being similar enough to the US one to make life easy for vending machine makers.', 'Canada forced the issue by stopping issuing dollar bills a couple of years after introducing the loonie.', 'This was successful in Canada'], ['I like the coins']]"
